word,mean_ALL,sd_ALL,n_ALL,mean_M,sd_M,n_M,mean_F,sd_F,n_F
sir,2.5,1.170628195,28,2.333333333,1.322875656,9,2.578947368,1.121298329,19
sire,2.608695652,1.233587909,23,3,1.58113883,9,2.357142857,0.928782732,14
siren,2.375,1.12880182,32,2.2,0.894427191,20,2.666666667,1.435481125,12
sirloin,2.738095238,1.210916279,42,3.055555556,1.349170648,18,2.5,1.063219066,24
sister,2.4375,1.24272074,32,2.2,1.398411798,10,2.545454545,1.184313051,22
six,1.970588235,1.029424497,34,1.722222222,1.017815166,18,2.25,1,16
sixpence,2.7,1.488416815,40,2.333333333,1.425949976,21,3.105263158,1.486783883,19
sixteen,1.774193548,0.920495425,31,2.25,1.055289706,12,1.473684211,0.696692268,19
sixty,2.290322581,1.27000127,31,2.3,1.159501809,10,2.285714286,1.346954236,21
size,2.069767442,1.055492411,43,2.466666667,1.125462868,15,1.857142857,0.970463261,28
skate,2.148148148,1.133534422,27,1.9,0.875595036,10,2.294117647,1.263165957,17
skateboard,2.208333333,1.062366786,24,2.230769231,1.091928428,13,2.181818182,1.07871978,11
skater,2.363636364,1.245446251,33,2.923076923,1.320450584,13,2,1.076055174,20
skeet,3.21875,1.361554496,32,3.25,1.251315098,20,3.166666667,1.585922922,12
ski,2.193548387,1.352019596,31,2.545454545,1.634847783,11,1.894736842,1.100239208,19
skid,2.53125,0.983226256,32,2.5,1.08012345,10,2.545454545,0.962500351,22
skillet,2.4375,1.075759297,32,2.363636364,0.924416278,11,2.476190476,1.167006753,21
skin,1.973684211,1.077706326,38,2.111111111,1.182663439,18,1.85,0.988086934,20
skip,2.6,1.132589343,30,2.615384615,1.043907845,13,2.588235294,1.227743027,17
skirt,2.244444444,1.227628082,45,2.526315789,1.348596845,19,2.038461538,1.112861869,26
skull,2.071428571,1.184109962,28,2.153846154,1.463224399,13,2,0.9258201,15
skunk,2.625,1.294713115,40,2.785714286,1.251372872,14,2.6,1.322875656,25
sky,1.866666667,0.89955289,30,1.833333333,0.937436867,12,1.888888889,0.90025414,18
skylight,2.255813953,1.025694266,43,2.15,0.988086934,20,2.347826087,1.070628348,23
skyline,2.114285714,1.207121724,35,2.214285714,1.050902281,14,2.047619048,1.321975434,21
slab,2.578947368,1.081329986,38,2.736842105,1.045737659,19,2.5,1.098126747,18
slack,2.344827586,1.14254922,29,2.153846154,1.14354375,13,2.5,1.154700538,16
slag,2.926829268,1.104315261,41,2.666666667,1.345185418,15,3.076923077,0.934797387,26
slam,2.333333333,1.124441113,30,2.666666667,1.07308674,12,2.111111111,1.131832917,18
slander,1.977272727,1.067242401,44,2.043478261,1.106931092,23,1.904761905,1.04425868,21
slant,2.479166667,1.010362971,48,2.722222222,1.127493605,18,2.379310345,0.902923549,29
slap,2.161290323,1.213720841,31,2.157894737,1.302269724,19,2.166666667,1.114640858,12
slash,2.625,1.518700633,32,3.066666667,1.751190072,15,2.235294118,1.200490096,17
slate,2.233333333,1.040004421,30,1.947368421,1.078769062,19,2.727272727,0.786245393,11
slave,1.477272727,0.875735873,44,1.7,1.080935268,20,1.291666667,0.624093546,24
slayer,2.027777778,0.999603096,36,2.1875,1.167261753,16,1.9,0.852241626,20
sled,2.454545455,1.148120995,33,2.4375,1.152894907,16,2.470588235,1.178857872,17
sledge,2.073170732,1.126726318,41,2.571428571,1.342459609,14,1.846153846,0.924870053,26
sleep,2.296296296,1.137298243,27,2.142857143,1.167320591,14,2.461538462,1.126601424,13
sleeper,2.078947368,1.194165522,38,1.5625,0.81394103,16,2.454545455,1.299350487,22
sleet,2.472222222,1.253249744,36,2.625,1.258305739,16,2.35,1.268027893,20
sleeve,1.974358974,0.986412412,39,1.666666667,1.046536237,15,2.130434783,0.919700931,23
sleigh,2.4,1.379655129,30,2.8125,1.470544117,16,1.928571429,1.141138818,14
slice,2.466666667,0.89955289,30,2.363636364,1.026910636,11,2.526315789,0.841191024,19
slick,3.166666667,1.14721051,30,2.555555556,1.333333333,9,3.428571429,0.978336781,21
slicker,2.885714286,1.36707994,35,2.176470588,1.380004263,17,3.555555556,0.983524408,18
slime,2.8,1.278786189,35,2.8,1.361114095,20,2.8,1.207121724,15
sling,2.739130435,1.286905778,23,2.769230769,1.091928428,13,2.7,1.567021236,10
slingshot,2.739130435,1.20064395,46,2.5,1.316561177,16,2.866666667,1.136641554,30
slip,2.586206897,1.427216106,29,2.5,1.678744119,12,2.647058824,1.271867548,17
slipper,2.230769231,1.242825565,26,2.583333333,1.164500153,12,2,1.290994449,13
slit,2.838709677,1.185939127,31,3.5,1.178511302,10,2.523809524,1.077916862,21
slob,2.566666667,1.304721752,30,2.307692308,1.250640861,13,2.764705882,1.347655917,17
slobber,3.517241379,1.404601867,29,3.461538462,1.450022104,13,3.5625,1.412739655,16
slogan,2.340909091,1.098480596,44,2.416666667,1.059805834,24,2.25,1.164157703,20
slop,2.7,1.159133186,40,2.947368421,1.17727011,19,2.476190476,1.123345344,21
slope,2.305555556,1.037013416,36,2.333333333,0.9701425,18,2.277777778,1.127493605,18
sloth,2.941176471,1.434238822,34,2.705882353,1.490163828,17,3.176470588,1.380004263,17
slouch,2.421052632,1.32810735,38,2.928571429,1.268814451,14,2.125,1.295896534,24
sludge,2.875,1.284772753,40,2.642857143,1.081817762,14,3,1.385640646,26
slug,3.074074074,1.141049649,27,2.727272727,1.103712743,11,3.3125,1.138346754,16
slum,1.696969697,0.847232572,33,1.666666667,0.778498944,12,1.714285714,0.902377811,21
slumber,2.652173913,1.191206251,23,2.428571429,1.342459609,14,3,0.866025404,9
slump,2.52,1.228820573,25,2.125,1.246423455,8,2.705882353,1.212678125,17
slur,2.233333333,1.250746903,30,2.0625,1.236594787,16,2.428571429,1.283881478,14
slush,2.888888889,1.429840706,36,3.25,1.517442447,20,2.4375,1.209338662,16
slut,2.8,1.471293948,35,3.0625,1.289379696,16,2.578947368,1.609547537,19
smack,3.117647059,1.273618226,34,3.5,1.264911064,16,2.777777778,1.215369978,18
small,1.769230769,0.951112709,26,1.769230769,0.832050294,13,1.769230769,1.091928428,13
smallpox,2.057142857,1.161714178,35,1.9375,1.236594787,16,2.157894737,1.118687619,19
smear,2.794871795,1.196034834,39,2.625,1.454876856,16,2.913043478,0.996039588,23
smell,2.421052632,1.265585623,38,2.928571429,1.439245834,14,2.125,1.075922254,24
smile,2.807692308,1.265519048,26,2.272727273,1.272077756,11,3.2,1.146423008,15
smirk,3.3125,1.229673442,32,2.727272727,1.190874392,11,3.619047619,1.160869953,21
smog,2.382352941,1.181029491,34,2,1.264911064,16,2.647058824,0.996316746,17
smoke,2.029411765,1.167366737,34,2.411764706,1.325651893,17,1.647058824,0.861769725,17
smooch,3.333333333,1.279204298,45,2.95,1.234376041,20,3.64,1.254325848,25
smooth,2.451612903,1.337627494,31,2.8125,1.327591805,16,2.066666667,1.279880947,15
smoothie,2.641025641,1.111830626,39,2.769230769,1.091928428,13,2.576923077,1.137473584,26
smother,2.23255814,1.211791458,43,2.333333333,1.16718415,24,2.105263158,1.286456669,19
smudge,2.744186047,1.255331928,43,2.904761905,1.220850601,21,2.590909091,1.296849329,22
smuggler,2.048780488,1.13910534,41,2.105263158,1.196974744,19,2,1.112697281,22
smut,3.404761905,1.169938998,42,3.8125,1.167261753,16,3.153846154,1.120439474,26
snack,2.310344828,1.284619129,29,1.909090909,1.375103302,11,2.555555556,1.199128224,18
snag,2.903225806,1.247793752,31,3.545454545,1.035725481,11,2.55,1.234376041,20
snail,2.655172414,1.173391363,29,3.166666667,1.114640858,12,2.294117647,1.104802351,17
snake,2,1.114172029,30,2.307692308,1.182131929,13,1.764705882,1.032558217,17
snap,2.416666667,1.227657467,36,2.285714286,1.38278267,14,2.5,1.144344271,22
snapper,2.689655172,1.441810575,29,2.888888889,1.691481928,9,2.6,1.353358396,20
snare,2.125,1.008032258,32,1.923076923,1.187542172,13,2.263157895,0.87191394,19
snarl,2.75,1.109721353,28,2.875,1.024695077,16,2.583333333,1.240112409,12
snatch,2.75862069,1.479748348,29,3.272727273,1.678744119,11,2.444444444,1.293523334,18
snatcher,3.212121212,1.36376262,33,3.928571429,1.384768001,14,2.684210526,1.108183277,19
sneak,2.694444444,1.009085709,36,2.846153846,1.068188018,13,2.608695652,0.988071144,23
sneaker,2.305555556,1.30536135,36,2.266666667,1.279880947,15,2.333333333,1.354006401,21
sneer,2.470588235,1.18667588,34,2.5,1.248528546,18,2.4375,1.152894907,16
sneeze,2.515151515,1.325735931,33,2.333333333,1.435481125,12,2.619047619,1.283596139,21
sniff,2.903225806,0.978258272,31,2.866666667,1.125462868,15,2.9375,0.853912564,16
snip,2.114285714,1.18250553,35,1.933333333,1.279880947,15,2.25,1.118033989,20
sniper,1.761904762,0.889087279,21,1.857142857,0.899735411,7,1.769230769,0.926808696,13
snitch,2.789473684,1.397575177,19,3.2,1.303840481,5,2.642857143,1.446860945,14
snob,2.814814815,1.387777333,27,2.461538462,1.391365314,13,3.142857143,1.350620533,14
snoop,2.833333333,1.522773975,24,2.6,1.776388346,10,3,1.358732441,14
snooze,3,1.257535426,44,2.5625,1.209338662,16,3.25,1.236033081,28
snore,2.962962963,1.315045524,27,3,1.58113883,5,2.954545455,1.290155868,22
snorkel,2.75,1.481063262,32,2.789473684,1.474936811,19,2.692307692,1.548365557,13
snort,3.741935484,1.12450706,31,3.666666667,1.032795559,6,3.76,1.164760347,25
snot,3.153846154,1.442557333,39,2.769230769,1.535895296,13,3.346153846,1.383974211,26
snout,3.689655172,1.072495364,29,3.153846154,1.14354375,13,4.125,0.806225775,16
snow,2.137931034,1.301760839,29,2.444444444,1.589898669,9,2,1.169795304,20
snowball,2.666666667,1.358732441,27,3,1.371988681,18,2,1.118033989,9
snowfall,2.714285714,1.049061057,28,2.583333333,1.240112409,12,2.8125,0.910585892,16
snowflake,2.230769231,1.037749043,39,2.076923077,1.187542172,13,2.307692308,0.970329048,26
snowman,2.815789474,1.270353497,38,2.952380952,1.395571226,21,2.647058824,1.114740803,17
snowstorm,2.1875,1.029797976,32,2.058823529,0.899346168,17,2.333333333,1.175139303,15
snub,2.483870968,1.28765854,31,2.5,1.42457424,18,2.461538462,1.126601424,13
snuff,2.675,1.22762017,40,2.952380952,1.160869953,21,2.444444444,1.247219129,18
snug,2.5,1.319824035,32,2.333333333,1.345185418,15,2.647058824,1.32009358,17
soak,2.178571429,1.123933945,28,2.066666667,1.099783528,15,2.307692308,1.182131929,13
soapbox,2.766666667,1.222866427,30,2.3,1.059349905,10,3,1.256561725,20
sob,1.735294118,1.213780059,34,1.692307692,1.182131929,13,1.761904762,1.261140829,21
soccer,2.416666667,1.138903617,24,2.3,1.251665557,10,2.5,1.091928428,14
social,2.279069767,1.181717503,43,1.8,1.014185106,15,2.535714286,1.201300001,28
sod,2.928571429,1.214985793,28,2.166666667,1.193416283,12,3.5,0.894427191,16
soda,2.153846154,0.924870053,26,2.153846154,0.898717034,13,2.153846154,0.987096234,13
sodium,1.823529412,0.968303366,34,1.666666667,1.07308674,12,1.909090909,0.921132373,22
sofa,2.085714286,1.03955388,35,2,1.195228609,8,2.111111111,1.012739367,27
softball,2.464285714,1.035737092,28,2.875,1.125991626,8,2.3,0.97872097,20
softener,2.64516129,0.98483119,31,2.727272727,0.904534034,11,2.578947368,1.070606758,19
softness,2.228571429,1.002517839,35,1.941176471,0.96634545,17,2.5,0.985184366,18
software,1.777777778,0.988826465,36,1.823529412,1.074435556,17,1.736842105,0.933458638,19
soil,2.371428571,0.972737625,35,2.416666667,1.083624669,12,2.347826087,0.934621734,23
soiree,3.157894737,1.219798738,38,2.846153846,1.214231845,13,3.32,1.215181742,25
solace,2.2,1.156689688,30,2.214285714,1.050902281,14,2.1875,1.276388133,16
soldier,1.939393939,0.933387444,33,1.75,1.035098339,8,2,0.912870929,25
sole,2.25,1.052208562,36,2.533333333,1.125462868,15,2.047619048,0.973457265,21
solid,2.333333333,1.295438505,30,2.375,1.543804824,16,2.285714286,0.994490316,14
solvent,1.727272727,0.83937206,33,1.526315789,0.696692268,19,2,0.960768923,14
song,2,1.164964745,29,1.705882353,1.046703509,17,2.416666667,1.240112409,12
sonnet,2.484848485,1.093195206,33,2.529411765,1.178857872,17,2.4,1.055597326,15
soot,2.5,1.295152252,32,2.307692308,1.377474463,13,2.631578947,1.256561725,19
sore,1.909090909,0.947484708,33,2.066666667,1.099783528,15,1.777777778,0.808452083,18
sorrow,1.470588235,0.825182959,34,1.666666667,0.816496581,15,1.315789474,0.820069887,19
soul,2.09375,0.92838309,32,1.95,0.998683344,20,2.333333333,0.778498944,12
sound,2.375,0.975506485,32,2.7,0.823272602,10,2.19047619,1.030487633,21
soundtrack,2.367346939,1.149164145,49,2.318181818,1.249242195,22,2.407407407,1.083415513,27
soup,2.266666667,1.172481404,30,2.875,0.991031209,8,2.045454545,1.174217986,22
source,2.666666667,1.08417646,39,2.692307692,1.315587029,13,2.653846154,0.977437781,26
south,2.166666667,0.878310066,36,2.294117647,0.771743633,17,2.052631579,0.970319776,19
southeast,1.833333333,1.053183461,30,2.222222222,1.394433378,9,1.666666667,0.856348839,21
southpaw,2.727272727,1.256799688,33,3,0.894427191,11,2.590909091,1.402687587,22
southwest,1.90625,0.92838309,32,2.166666667,0.937436867,12,1.75,0.910465468,20
sovereign,2.081081081,1.010455848,37,1.846153846,0.898717034,13,2.208333333,1.062366786,24
soviet,2.25,1.180193689,36,2.583333333,1.443375673,12,2.083333333,1.017954755,24
sow,2.567567568,1.281070311,37,2.65,1.225818738,20,2.5625,1.364734406,16
soy,2.444444444,1.252299472,36,2.923076923,1.255755978,13,2.173913043,1.192864159,23
soybean,2.43902439,1.162944119,41,2.526315789,1.306752593,19,2.363636364,1.048602451,22
spa,2.225806452,1.203042737,31,2.777777778,1.201850425,9,2,1.154700538,22
space,1.945945946,0.99849737,37,2.055555556,0.998364676,18,1.842105263,1.014514547,19
spaceship,2.25,1.293797914,24,2.333333333,1.447493729,15,2.111111111,1.054092553,9
spacing,1.733333333,0.907187139,30,2,1,9,1.619047619,0.864649668,21
spade,2.147058824,1.158168694,34,2.133333333,1.302013093,15,2.157894737,1.067872126,19
spam,3.28125,1.275940513,32,3.333333333,1.188177052,18,3.214285714,1.42389344,14
span,2.323529412,1.09324616,34,3.083333333,0.99620492,12,1.909090909,0.921132373,22
spaniel,2.875,1.19099885,24,2.636363636,1.361816968,11,3.076923077,1.037749043,13
spank,2.621621622,1.209943785,37,2.65,1.136708082,20,2.588235294,1.325651893,17
spanking,3,1.387777333,28,3.307692308,1.315587029,13,2.733333333,1.437590577,15
spar,2.388888889,1.102666321,36,2.230769231,1.012739367,13,2.47826087,1.162660164,23
spare,2.261904762,1.083344501,42,2.428571429,1.207121724,21,2.095238095,0.94365046,21
spark,2.692307692,1.029916863,39,2.631578947,1.164785451,19,2.75,0.910465468,20
sparkle,3.0625,1.342542124,32,3.235294118,1.251469724,17,2.866666667,1.457329587,15
sparrow,2.178571429,1.020296668,28,2.222222222,0.833333333,9,2.157894737,1.118687619,19
spasm,3,1.290994449,37,2.615384615,1.445594545,13,3.208333333,1.178767472,24
spatter,2.75,1.155731061,36,2.666666667,1,9,2.777777778,1.219499687,27
spear,2,1.154700538,28,2.285714286,1.325987088,14,1.714285714,0.913873533,14
spec,2.055555556,1.11980724,36,2.133333333,1.125462868,15,2,1.140175425,21
special,2.205882353,1.297536401,34,2.25,1.183215957,16,2.235294118,1.437420075,17
species,2.25,1.052208562,36,2,1.054092553,10,2.346153846,1.056117709,26
speck,2.709677419,1.21637572,31,2.571428571,1.342459609,14,2.823529412,1.131110854,17
specs,2.444444444,1.310705428,27,2.636363636,1.361816968,11,2.3125,1.302241657,16
spectrum,2.2,1.354006401,25,1.777777778,0.971825316,9,2.4375,1.504160896,16
speech,1.941176471,0.951591218,34,1.8125,0.981070844,16,2.055555556,0.937595311,18
speed,2.105263158,1.109893437,38,1.944444444,1.055641551,18,2.25,1.164157703,20
speedboat,2.323529412,1.173458711,34,2.133333333,1.060098827,15,2.473684211,1.263523339,19
speedway,2.472222222,0.970599553,36,2.25,1.064581295,16,2.65,0.87509398,20
spell,2.117647059,1.037616905,34,2.230769231,1.300887271,13,2.047619048,0.864649668,21
spelling,1.962962963,0.939782359,27,1.636363636,0.809039835,11,2.1875,0.981070844,16
sperm,2.722222222,1.185895951,36,3.294117647,1.046703509,17,2.210526316,1.08417646,19
sphere,2.204545455,1.304367359,44,2.523809524,1.470341716,21,1.863636364,1.082125534,22
sphincter,3.6,1.397476718,35,3.785714286,1.4769288,14,3.476190476,1.364516311,21
sphinx,3.088235294,1.334112963,34,3.307692308,1.315587029,13,2.952380952,1.359271514,21
spider,2.029411765,1.086704613,34,2.071428571,1.206666464,14,2,1.025978352,20
spike,2.545454545,0.857864054,22,2.444444444,0.881917104,9,2.615384615,0.869718493,13
spin,2.341463415,1.174941618,41,2.277777778,1.319784098,18,2.391304348,1.076151833,23
spinach,2.4,1.046296728,20,2.545454545,1.12815215,11,2.222222222,0.971825316,9
spindle,2.6875,1.090649407,32,2.692307692,1.109400392,13,2.684210526,1.108183277,19
spine,2.470588235,1.051270346,34,2.588235294,1.003669737,17,2.352941176,1.114740803,17
spinner,2.379310345,1.207529742,29,2.076923077,1.255755978,13,2.625,1.147460965,16
spinster,2.810810811,1.243602246,37,2.555555556,1.509230856,9,2.962962963,1.125969035,27
spiral,2.361111111,1.334225892,36,2.4375,1.263262971,16,2.3,1.417930293,20
spirit,1.956521739,1.186218624,23,2.5,1.224744871,6,1.6875,1.138346754,16
spit,2.35,1.251665557,40,2.7,1.494434118,10,2.233333333,1.165105688,30
spittoon,3.5,1.207121724,36,3.533333333,1.245945806,15,3.476190476,1.209092537,21
splash,2.76,1.090871211,25,3.25,0.866025404,12,2.307692308,1.109400392,13
spleen,2.40625,1.316382506,32,2.214285714,1.121713759,14,2.555555556,1.464168996,18
splice,2.416666667,0.974307632,24,2.125,0.991031209,8,2.5625,0.963932916,16
splint,2.458333333,0.931532943,24,2.083333333,0.900336637,12,2.833333333,0.83484711,12
splinter,2.263157895,0.977703059,38,2.3125,1.138346754,16,2.227272727,0.869143979,22
split,2.151515152,1.175829817,33,2.25,1.183215957,16,2.058823529,1.197423705,17
spoil,2.125,1.157026222,32,1.8,1.316561177,10,2.272727273,1.077113346,22
spoils,2.285714286,1.17752054,35,2.142857143,1.236354087,21,2.5,1.091928428,14
spokesman,1.777777778,0.933699562,27,1.733333333,0.961150105,15,1.833333333,0.937436867,12
sponsor,1.95,1.153589715,40,2.333333333,1.238278375,21,1.526315789,0.904827857,19
spool,2.676470588,1.19900434,34,2.5625,1.412739655,16,2.777777778,1.003262651,18
spoon,2.692307692,1.34073519,39,2.777777778,1.437135859,18,2.619047619,1.283596139,21
spoonful,2.277777778,1.058600454,36,2.25,1.055289706,12,2.291666667,1.082636342,24
sport,2.233333333,0.897634183,30,2.3,0.823272602,10,2.2,0.951453182,20
sportsman,2.375,1.099853363,32,2.578947368,1.216360211,19,2.076923077,0.862316499,13
spot,2.428571429,0.959497223,28,2.5,1,12,2.375,0.957427108,16
spotlight,2.294117647,1.030722364,34,2.411764706,1.003669737,17,2.176470588,1.074435556,17
spotter,2.310344828,1.284619129,29,2.352941176,1.411611511,17,2.25,1.138180366,12
spouse,2.382352941,1.255646782,34,2.125,1.125991626,8,2.461538462,1.303250374,26
sprain,2.041666667,1.160178647,24,2.181818182,1.167748416,11,1.923076923,1.187542172,13
spray,2.571428571,1.259881577,28,3.066666667,1.222799287,15,2,1.08012345,13
spread,2.413793103,0.945562621,29,2.9,0.737864787,10,2.157894737,0.958190302,19
spreader,2.705882353,1.467411899,34,3.214285714,1.577659973,14,2.35,1.308876577,20
spree,3.028571429,1.294461375,35,2.866666667,1.505545305,15,3.15,1.136708082,20
spring,2.615384615,1.267341251,26,2.833333333,1.267304465,12,2.428571429,1.283881478,14
springtime,2.172413793,1.167077104,29,1.777777778,0.666666667,9,2.35,1.308876577,20
sprinkle,3.133333333,1.306042544,30,3.545454545,1.213559752,11,2.894736842,1.328940131,19
sprint,2.307692308,1.055158909,39,2.076923077,1.11516355,13,2.423076923,1.026570092,26
sprite,2.794117647,1.343433227,34,2.846153846,1.519109051,13,2.761904762,1.261140829,21
sprout,2.657142857,1.304806885,35,3.133333333,1.35576371,15,2.3,1.174285897,20
spruce,2.553191489,1.099575227,47,2.363636364,1.176979773,22,2.72,1.021436896,25
spud,3.16,1.178982612,25,3,1.069044968,8,3.235294118,1.251469724,17
spunk,3.433333333,1.304721752,30,4.083333333,1.164500153,12,3,1.236693885,18
spur,2.655172414,1.14254922,29,2.833333333,1.471960144,6,2.608695652,1.076151833,23
spy,2.153846154,0.987779582,39,1.85,0.933302004,20,2.473684211,0.964274111,19
squabble,3.315789474,1.416223817,38,3.333333333,1.496026483,15,3.304347826,1.39592858,23
squad,2.23255814,1.065413162,43,2.176470588,1.074435556,17,2.269230769,1.079173473,26
squadron,2.16,0.943398113,25,2.416666667,0.900336637,12,1.923076923,0.954073587,13
squall,2.684210526,1.187895326,38,2.866666667,1.060098827,15,2.565217391,1.273009568,23
square,2.272727273,1.068665268,33,2.1875,1.167261753,16,2.352941176,0.996316746,17
squash,2.625,1.184578324,32,2.666666667,0.984731928,12,2.6,1.313893371,20
squat,3.285714286,1.195228609,42,3.375,1.147460965,16,3.230769231,1.242825565,26
squaw,2.928571429,1.420972823,42,3.1875,1.223042654,16,2.769230769,1.531213697,26
squawk,3.418604651,1.366827368,43,3.176470588,1.333945938,17,3.576923077,1.390627971,26
squeak,3.230769231,1.307096792,39,2.727272727,1.279204298,22,3.882352941,1.053704948,17
squealer,3.4,1.332843047,35,3.294117647,1.403776419,17,3.5,1.294785924,18
squeeze,3.344827586,1.078221488,29,3.230769231,1.165750556,13,3.4375,1.030776406,16
squint,3.2,1.08012345,25,3.25,1.035098339,8,3.176470588,1.131110854,17
squire,2.28125,1.224333262,32,2.352941176,1.05718828,17,2.2,1.424279266,15
squirm,3.21875,1.288519405,32,2.823529412,1.42457424,17,3.666666667,0.975900073,15
squirt,3.575757576,1.000946522,33,3.538461538,1.126601424,13,3.6,0.940324692,20
stab,1.666666667,0.957427108,33,1.8125,1.108677891,16,1.529411765,0.799816155,17
stable,2.133333333,1.166584562,30,2.363636364,1.120064933,11,2,1.201850425,19
stack,1.947368421,0.984950772,38,1.8125,0.83416625,16,2.045454545,1.0900971,22
stadium,2.11627907,1.095647283,43,2,1.195228609,22,2.238095238,0.995226703,21
staff,2.235294118,1.182160927,34,1.909090909,1.044465936,11,2.391304348,1.233587909,23
stag,2.5,1.503329638,26,2.25,1.356801051,12,2.714285714,1.637473261,14
stagecoach,2.095238095,1.04425868,21,2.142857143,1.214985793,7,2.071428571,0.997248963,14
stagger,2.75,1.295152252,32,2.714285714,1.589802669,14,2.777777778,1.060274967,18
stain,2.390243902,1.092658427,41,2.409090909,1.140555041,22,2.368421053,1.065130473,19
stair,2.137931034,1.092969021,29,2.166666667,1.193416283,12,2.117647059,1.053704948,17
stairs,2.235294118,1.074746581,34,2.071428571,1.071611706,14,2.35,1.089422831,20
stairway,2.1875,0.997981834,32,2.1,1.100504935,10,2.227272727,0.972567451,22
stairwell,1.851851852,0.907392872,27,1.583333333,0.900336637,12,2.066666667,0.883715102,15
stalemate,2.318181818,1.129111055,22,2.444444444,1.333333333,9,2.230769231,1.012739367,13
stalk,1.705882353,0.871411664,34,1.666666667,0.84016805,18,1.75,0.930949336,16
stall,2.259259259,1.059484366,27,1.785714286,0.892582375,14,2.769230769,1.012739367,13
stallion,2.592592593,1.217161239,27,2.727272727,1.348399725,11,2.5,1.154700538,16
stamp,2.485714286,1.197335978,35,2.571428571,1.222499691,14,2.428571429,1.207121724,21
stance,2.22,0.91003476,50,1.6875,0.87321246,16,2.470588235,0.825182959,34
standard,2.025641026,1.087904298,39,2.066666667,1.279880947,15,2,0.978019294,24
standpoint,1.8125,1.029797976,32,1.857142857,1.027105182,14,1.823529412,1.074435556,17
stapler,2.40625,1.316382506,32,2.466666667,1.457329587,15,2.4,1.242118007,15
star,2.433333333,1.278019301,30,2.25,1.288057029,12,2.555555556,1.293523334,18
starboard,2.125,1.039540842,32,2,0.816496581,13,2.277777778,1.178511302,18
starch,2.129032258,1.024432704,31,1.823529412,1.014599312,17,2.5,0.940539943,14
stardom,2.216216216,1.250225205,37,1.882352941,1.053704948,17,2.5,1.357241785,20
stardust,2.5,1.161242803,34,2.384615385,1.260850344,13,2.571428571,1.121223821,21
stare,2.068965517,1.032716061,29,1.833333333,1.029857301,12,2.235294118,1.032558217,17
starfish,2.5,1.19105191,44,2.6,1.121223821,15,2.448275862,1.241721354,29
starlet,2.352941176,1.203085753,34,2.260869565,1.176179922,23,2.545454545,1.293339581,11
starlight,2.488372093,1.22225578,43,2.555555556,1.293523334,18,2.44,1.193035345,25
starling,2.846153846,1.136440925,39,2.25,1.215431087,12,3.111111111,1.012739367,27
start,2.055555556,0.89265077,36,1.909090909,0.831209415,11,2.12,0.92736185,25
starter,2.093023256,1.15085793,43,1.785714286,0.974961256,14,2.285714286,1.212806444,28
state,1.939393939,0.933387444,33,1.714285714,0.913873533,14,2.105263158,0.936585812,19
statement,1.833333333,1.234094205,30,1.5,0.849836586,10,2,1.376494403,20
stateroom,1.916666667,1.052208562,36,1.875,1.024695077,16,1.95,1.099042646,20
statesman,1.736842105,0.860050612,38,1.583333333,0.792961461,12,1.807692308,0.895286804,26
static,2.1,1.155198147,30,1.8,0.941123948,15,2.357142857,1.33630621,14
station,2.409090909,1.167748416,44,2.736842105,1.326738074,19,2.16,0.986576572,25
statue,2.483870968,1.060533443,31,2.631578947,1.116070802,19,2.25,0.965307299,12
stature,2.516129032,1.150969671,31,2.909090909,1.445997611,11,2.3,0.923380517,20
status,2.083333333,1.180193689,36,2.071428571,1.268814451,14,2.090909091,1.150945405,22
statute,2.16,1.02794293,25,2.583333333,0.99620492,12,1.769230769,0.926808696,13
stay,1.916666667,1.138903617,24,1.642857143,1.215739272,14,2.3,0.948683298,10
steady,2.315789474,1.187895326,38,2.35,1.386969434,20,2.277777778,0.95828005,18
steak,2.3,1.087547066,30,2.111111111,1.078609611,18,2.583333333,1.083624669,12
steal,1.678571429,0.862965234,28,1.642857143,0.841897386,14,1.714285714,0.913873533,14
stealth,2,1.247219129,37,2,1.206045378,12,2,1.290994449,25
steamboat,2.536585366,1.206183257,41,2.464285714,1.261455446,28,2.692307692,1.109400392,13
steamer,2.789473684,1.142730129,38,2.705882353,1.104802351,17,2.857142857,1.195228609,21
steamship,2.185185185,1.075497632,27,2.266666667,0.961150105,15,2.181818182,1.250454463,11
steel,2.129032258,1.14722667,31,2.2,1.207121724,15,2.0625,1.123610253,16
steeple,2.428571429,1.092372332,35,2.588235294,1.227743027,17,2.277777778,0.95828005,18
steer,2.095238095,1.077701344,42,2.181818182,1.052722712,22,2,1.123902974,20
stem,1.933333333,1.112106834,30,2.25,1.356801051,12,1.722222222,0.894792487,18
stench,2.346153846,1.164209867,26,2.230769231,0.926808696,13,2.461538462,1.391365314,13
step,1.970588235,1.14111307,34,2,0.960768923,14,1.95,1.276302225,20
sterling,2.566666667,1.250746903,30,2.7,1.418136492,10,2.5,1.192079121,20
stern,1.8,0.833137232,35,1.818181818,0.873862898,11,1.791666667,0.832970936,24
sternum,2.379310345,1.17758206,29,1.923076923,1.11516355,13,2.75,1.125462868,16
steroid,2.086956522,0.996039588,23,2.181818182,0.981649817,11,2,1.044465936,12
stew,2.4375,1.162241994,32,2.375,1.060660172,8,2.458333333,1.215092291,24
steward,2.379310345,1.01467071,29,2.3,1.33749351,10,2.421052632,0.837707817,19
stewardess,2.52,1.29486164,25,2.3125,1.078192933,16,2.888888889,1.615893286,9
